type	subtype	ref	desc
fosfomycin	fosB	NCBI|amr:amr|fosfomycin|fosB|WP_011276918.1	fosfomycin resistance bacillithiol transferase FosB1
fosfomycin	fosB	NCBI|amr:amr|fosfomycin|fosB|WP_016922374.1	fosfomycin resistance bacillithiol transferase FosB3
fosfomycin	fosB	NCBI|amr:amr|fosfomycin|fosB|WP_032488468.1	fosfomycin resistance bacillithiol transferase FosB
fosfomycin	fosB	NCBI|amr:amr|fosfomycin|fosB|WP_053032028.1	fosfomycin resistance bacillithiol transferase FosB4
fosfomycin	fosB	NCBI|amr:amr|fosfomycin|fosB|WP_063851229.1	FosB family fosfomycin resistance bacillithiol transferase
fosfomycin	fosB	NCBI|amr:amr|fosfomycin|fosB|WP_085562381.1	fosfomycin resistance bacillithiol transferase FosB6
fosfomycin	fosB	NCBI|amr:amr|fosfomycin|fosB|WP_085562382.1	fosfomycin resistance bacillithiol transferase FosB5
fosfomycin	fosC	NCBI|amr:amr|fosfomycin|fosC2|WP_032492605.1	FosC2 family fosfomycin resistance glutathione transferase
fosfomycin	fosC	NCBI|amr:amr|fosfomycin|fosC|WP_063851230.1	fosfomycin resistance kinase FosC
fosfomycin	fosD	NCBI|amr:amr|fosfomycin|fosD|WP_000616116.1	fosfomycin resistance bacillithiol transferase FosD
fosfomycin	fosE	NCBI|amr:amr|fosfomycin|fosE|WP_054882068.1	fosfomycin resistance hydrolase FosE
fosfomycin	fosF	NCBI|amr:amr|fosfomycin|fosF|WP_063851231.1	fosfomycin resistance glutathione transferase FosF
fosfomycin	fosG	NCBI|amr:amr|fosfomycin|fosG|WP_063851232.1	FosG family fosfomycin resistance glutathione transferase
fosfomycin	fosH	NCBI|amr:amr|fosfomycin|fosX|WP_063851233.1	fosfomycin resistance hydrolase FosH
fosfomycin	fosI	NCBI|amr:amr|fosfomycin|fosI|WP_014714131.1	fosfomycin resistance hydrolase FosI
fosfomycin	fosK	NCBI|amr:amr|fosfomycin|fosK|WP_054890630.1	fosfomycin resistance glutathione transferase FosK
fosfomycin	fosL	NCBI|amr:amr|fosfomycin|fosL|WP_161667239.1	fosfomycin resistance glutathione transferase FosL1
fosfomycin	fosL	NCBI|amr:amr|fosfomycin|fosL|WP_188331883.1	fosfomycin resistance glutathione transferase FosL2
fosfomycin	fosM	NCBI|amr:amr|fosfomycin|fosM1|WP_102272729.1	fosfomycin resistance protein FosM1
fosfomycin	fosM	NCBI|amr:amr|fosfomycin|fosM2|WP_066187568.1	fosfomycin resistance protein FosM2
fosfomycin	fosM	NCBI|amr:amr|fosfomycin|fosM3|WP_204376221.1	fosfomycin resistance protein FosM3
fosfomycin	fosU	NCBI|amr:amr|fosfomycin|fosU|WP_204376246.1	fosfomycin resistance glutathione transferase FosU1
fosfomycin	fosU	NCBI|amr:amr|fosfomycin|fosU|WP_204376247.1	fosfomycin resistance glutathione transferase FosU2
fosfomycin	fosX	NCBI|amr:amr|fosfomycin|fosXCC|WP_024725385.1	fosfomycin resistance hydrolase FosXCC
fosfomycin	fosX	NCBI|amr:amr|fosfomycin|fosX|WP_003726635.1	fosfomycin resistance hydrolase FosX
fosfomycin	fosX	NCBI|amr:amr|fosfomycin|fosX|WP_010989789.1	fosfomycin resistance hydrolase FosX
fosfomycin	fosY	NCBI|amr:amr|fosfomycin|fosY|WP_072419811.1	fosfomycin resistance bacillithiol transferase FosY
fosmidomycin	fsr	REF|fosmidomycin|fsr|sp|P52067|FSR_ECOLI	fosmidomycin MFS transporter
fusidic_acid	fusB	NCBI|amr:amr|fusidic_acid|fusB|WP_000855537.1	fusidic acid resistance EF-G-binding protein FusB
fusidic_acid	fusB	NCBI|amr:amr|fusidic_acid|fusB|WP_063851255.1	fusidic acid resistance EF-G-binding protein FusB
fusidic_acid	fusC	NCBI|amr:amr|fusidic_acid|fusC|WP_001033157.1	fusidic acid resistance EF-G-binding protein FusC
fusidic_acid	fusD	NCBI|amr:amr|fusidic_acid|fusD|WP_011303797.1	FusD family fusidic acid resistance EF-G-binding protein
fusidic_acid	fusF	NCBI|amr:amr|fusidic_acid|fusF|WP_063851262.1	fusidic acid resistance EF-G-binding protein FusF
fusidic_acid	fusF	NCBI|amr:amr|fusidic_acid|fusF|WP_063851267.1	fusidic acid resistance EF-G-binding protein FusF
fusidic_acid	fusH	NCBI|amr:amr|fusidic_acid|fusH|WP_063851277.1	fusidic acid esterase FusH
glycopeptide	vanA	NCBI|amr:amr|glycopeptide|vanA-Ao2|WP_016331865.1	D-alanine--(R)-lactate ligase VanA-Ao2
glycopeptide	vanA	NCBI|amr:amr|glycopeptide|vanA-Pa|WP_063856526.1	D-alanine--(R)-lactate ligase VanA-Pa
glycopeptide	vanA	NCBI|amr:amr|glycopeptide|vanA-Pt2|WP_063856536.1	D-alanine--(R)-lactate ligase VanA-Pt2
glycopeptide	vanA	NCBI|amr:amr|glycopeptide|vanA-Pt|WP_063856531.1	D-alanine--(R)-lactate ligase VanA-Pt
glycopeptide	vanA	NCBI|amr:amr|glycopeptide|vanA-Sc|WP_011029110.1	D-alanine--(R)-lactate ligase VanA-Sc
glycopeptide	vanA	NCBI|amr:amr|glycopeptide|vanA|WP_001079845.1	D-alanine--(R)-lactate ligase VanA
glycopeptide	vanA	NCBI|amr:amr|glycopeptide|vanA|WP_063856516.1	D-alanine--(R)-lactate ligase VanA
glycopeptide	vanA	NCBI|amr:amr|glycopeptide|vanA|WP_063856521.1	D-alanine--(R)-lactate ligase VanA
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_002593938.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_014387148.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_032489746.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_042958124.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_060763488.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_063856559.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_063856565.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_063856580.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_063856590.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_063856593.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_063856597.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanB	NCBI|amr:amr|glycopeptide|vanB|WP_063856625.1	D-alanine--(R)-lactate ligase VanB
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC1|WP_029487031.1	D-alanine--D-serine ligase VanC1
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC1|WP_040013725.1	D-alanine--D-serine ligase VanC1
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC1|WP_063856645.1	D-alanine--D-serine ligase VanC1
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC1|WP_063856686.1	D-alanine--D-serine ligase VanC1
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC1|WP_063856687.1	D-alanine--D-serine ligase VanC1
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC1|WP_063856688.1	D-alanine--D-serine ligase VanC1
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC|WP_005228844.1	D-alanine--D-serine ligase VanC2/3
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC|WP_060792851.1	D-alanine--D-serine ligase VanC2/3
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC|WP_063856635.1	D-alanine--D-serine ligase VanC2/3
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC|WP_063856652.1	D-alanine--D-serine ligase VanC2/3
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC|WP_063856657.1	D-alanine--D-serine ligase VanC2/3
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC|WP_063856666.1	D-alanine--D-serine ligase VanC2/3
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC|WP_063856670.1	D-alanine--D-serine ligase VanC2/3
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC|WP_063856678.1	D-alanine--D-serine ligase VanC2/3
glycopeptide	vanC	NCBI|amr:amr|glycopeptide|vanC|WP_063856681.1	D-alanine--D-serine ligase VanC2/3
glycopeptide	vanD	NCBI|amr:amr|glycopeptide|vanD|WP_023042300.1	D-alanine--(R)-lactate ligase VanD
glycopeptide	vanD	NCBI|amr:amr|glycopeptide|vanD|WP_023043159.1	D-alanine--(R)-lactate ligase VanD
glycopeptide	vanD	NCBI|amr:amr|glycopeptide|vanD|WP_028530135.1	D-alanine--(R)-lactate ligase VanD
glycopeptide	vanD	NCBI|amr:amr|glycopeptide|vanD|WP_063856689.1	D-alanine--(R)-lactate ligase VanD
glycopeptide	vanD	NCBI|amr:amr|glycopeptide|vanD|WP_063856690.1	D-alanine--(R)-lactate ligase VanD
glycopeptide	vanD	NCBI|amr:amr|glycopeptide|vanD|WP_063856691.1	D-alanine--(R)-lactate ligase VanD
glycopeptide	vanD	NCBI|amr:amr|glycopeptide|vanD|WP_063856692.1	D-alanine--(R)-lactate ligase VanD
glycopeptide	vanD	NCBI|amr:amr|glycopeptide|vanD|WP_063856693.1	D-alanine--(R)-lactate ligase VanD
glycopeptide	vanE	NCBI|amr:amr|glycopeptide|vanE|WP_063856694.1	D-alanine--D-serine ligase VanE
glycopeptide	vanF	NCBI|amr:amr|glycopeptide|vanF|WP_006285587.1	D-alanine--(R)-lactate ligase VanF
glycopeptide	vanG	NCBI|amr:amr|glycopeptide|vanG|PBI24747.1	D-alanine--D-serine ligase VanG-Cd
glycopeptide	vanG	NCBI|amr:amr|glycopeptide|vanG|WP_021418924.1	D-alanine--D-serine ligase VanG
glycopeptide	vanG	NCBI|amr:amr|glycopeptide|vanG|WP_063856695.1	D-alanine--D-serine ligase VanG
glycopeptide	vanG	NCBI|amr:amr|glycopeptide|vanG|WP_063856696.1	D-alanine--D-serine ligase VanG2
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-Ac1|WP_063856698.1	D-lactate dehydrogenase VanH-Ac1
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-Ao1|WP_063856699.1	D-lactate dehydrogenase VanH-Ao1
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-Ao2|WP_063856700.1	D-lactate dehydrogenase VanH-Ao2
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-A|WP_001059542.1	D-lactate dehydrogenase VanH-A
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-A|WP_063856697.1	D-lactate dehydrogenase VanH-A
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-B|WP_002317268.1	D-lactate dehydrogenase VanH-B
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-B|WP_002382874.1	D-lactate dehydrogenase VanH-B
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-B|WP_032489745.1	D-lactate dehydrogenase VanH-B
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-B|WP_063856701.1	D-lactate dehydrogenase VanH-B
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-B|WP_099156040.1	D-lactate dehydrogenase VanH-B
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-D|WP_023042299.1	D-lactate dehydrogenase VanH-D
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-D|WP_023043160.1	D-lactate dehydrogenase VanH-D
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-D|WP_028530134.1	D-lactate dehydrogenase VanH-D
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-D|WP_063856702.1	D-lactate dehydrogenase VanH-D
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-D|WP_063856703.1	D-lactate dehydrogenase VanH-D
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-D|WP_063856704.1	D-lactate dehydrogenase VanH-D
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-D|WP_063856705.1	D-lactate dehydrogenase VanH-D
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-F|WP_006285586.1	D-lactate dehydrogenase VanH-F
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-M|WP_063856706.1	D-lactate dehydrogenase VanH-M
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-O|WP_063856707.1	D-lactate dehydrogenase VanH-O
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-Pt2|WP_063856710.1	D-lactate dehydrogenase VanH-Pt2
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-Pt|WP_063856708.1	D-lactate dehydrogenase VanH-Pt
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-P|WP_222891054.1	D-lactate dehydrogenase VanH-P
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH-Sc|WP_011029109.1	D-lactate dehydrogenase VanH-Sc
glycopeptide	vanH	NCBI|amr:amr|glycopeptide|vanH|WP_063856709.1	D-lactate dehydrogenase VanH
glycopeptide	vanI	NCBI|amr:amr|glycopeptide|vanI|WP_015943583.1	D-alanine--(R)-lactate ligase VanI
glycopeptide	vanI	NCBI|amr:amr|glycopeptide|vanI|WP_018211347.1	D-alanine--(R)-lactate ligase VanI
glycopeptide	vanI	NCBI|amr:amr|glycopeptide|vanI|WP_041219811.1	D-alanine--(R)-lactate ligase VanI
glycopeptide	vanI	NCBI|amr:amr|glycopeptide|vanI|WP_058492019.1	D-alanine--(R)-lactate ligase VanI
glycopeptide	vanJ	NCBI|amr:amr|glycopeptide|vanJ|WP_011029107.1	teicoplanin resistance protein VanJ
glycopeptide	vanK	NCBI|amr:amr|glycopeptide|vanK-I|WP_011461306.1	peptidoglycan bridge formation peptidyltransferase VanK-I
glycopeptide	vanK	NCBI|amr:amr|glycopeptide|vanK-Sc|WP_011029108.1	peptidoglycan bridge formation peptidyltransferase VanK-Sc
glycopeptide	vanL	NCBI|amr:amr|glycopeptide|vanL|WP_063856711.1	D-alanine--D-serine ligase VanL
glycopeptide	vanM	NCBI|amr:amr|glycopeptide|vanM|WP_063856712.1	D-alanine--(R)-lactate ligase VanM
glycopeptide	vanN	NCBI|amr:amr|glycopeptide|vanN|WP_063856713.1	D-alanine--D-serine ligase VanN
glycopeptide	vanO	NCBI|amr:amr|glycopeptide|vanO|WP_063856714.1	D-alanine--(R)-lactate ligase VanO
glycopeptide	vanP	NCBI|amr:amr|glycopeptide|vanP|WP_222891055.1	putative D-alanine--(R)-lactate ligase VanP
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanT-Cd|CZR78671.1	membrane-bound serine racemase VanT-Cd
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanT-C|WP_003126777.1	membrane-bound serine racemase VanT-C
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanT-C|WP_063856754.1	membrane-bound serine racemase VanT-C
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanT-C|WP_063856755.1	membrane-bound serine racemase VanT-C
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanT-C|WP_063856756.1	membrane-bound serine racemase VanT-C
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanT-E|WP_063856753.1	membrane-bound serine racemase VanT-E
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanT-G|WP_021418922.1	membrane-bound serine racemase VanT-G
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanT-G|WP_063856752.1	membrane-bound serine racemase VanT-G
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanT-N|WP_063856757.1	membrane-bound serine racemase VanT-N
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanTc|WP_063856758.1	membrane-bound serine racemase VanT
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanTc|WP_063856759.1	membrane-bound serine racemase VanT
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanTm|WP_063856760.1	serine racemase VanT-L membrane subunit
glycopeptide	vanT	NCBI|amr:amr|glycopeptide|vanTr|WP_063856761.1	serine racemase VanT-L catalytic subunit
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-Ac1|WP_063856768.1	D-Ala-D-Ala dipeptidase VanX-Ac1
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-Ao1|WP_063856769.1	D-Ala-D-Ala dipeptidase VanX-Ao1
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-Ao2|WP_016331866.1	D-Ala-D-Ala dipeptidase VanX-Ao2
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-A|WP_000402347.1	D-Ala-D-Ala dipeptidase VanX-A
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-A|WP_000402348.1	D-Ala-D-Ala dipeptidase VanX-A
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-A|WP_063856767.1	D-Ala-D-Ala dipeptidase VanX-A
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-B|WP_002317266.1	D-Ala-D-Ala dipeptidase VanX-B
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-B|WP_012579102.1	D-Ala-D-Ala dipeptidase VanX-B
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-B|WP_032489747.1	D-Ala-D-Ala dipeptidase VanX-B
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-B|WP_063856770.1	D-Ala-D-Ala dipeptidase VanX-B
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-B|WP_063856771.1	D-Ala-D-Ala dipeptidase VanX-B
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-B|WP_063856772.1	D-Ala-D-Ala dipeptidase VanX-B
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-D|WP_023042861.1	D-Ala-D-Ala dipeptidase VanX-D
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-D|WP_023043158.1	D-Ala-D-Ala dipeptidase VanX-D
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-D|WP_028530136.1	D-Ala-D-Ala dipeptidase VanX-D
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-D|WP_063856773.1	D-Ala-D-Ala dipeptidase VanX-D
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-D|WP_063856774.1	D-Ala-D-Ala dipeptidase VanX-D
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-D|WP_063856775.1	D-Ala-D-Ala dipeptidase VanX-D
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-D|WP_063856776.1	D-Ala-D-Ala dipeptidase VanX-D
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-F|WP_006285588.1	D-Ala-D-Ala dipeptidase VanX-F
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-I|WP_015943580.1	D-Ala-D-Ala dipeptidase VanX-I
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-M|WP_063856777.1	D-Ala-D-Ala dipeptidase VanX-M
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-O|WP_063856778.1	D-Ala-D-Ala dipeptidase VanX-O
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-Pt|WP_063856779.1	D-Ala-D-Ala dipeptidase VanX-Pt
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-Pt|WP_063856780.1	D-Ala-D-Ala dipeptidase VanX-Pt
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-Pt|WP_063856781.1	D-Ala-D-Ala dipeptidase VanX-Pt
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-P|WP_222891056.1	D-Ala-D-Ala dipeptidase VanX-P
glycopeptide	vanX	NCBI|amr:amr|glycopeptide|vanX-Sc|WP_011029111.1	D-Ala-D-Ala dipeptidase VanX-Sc
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-C|WP_003126779.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-C|WP_005228842.1	D,D-carboxypeptidase/D,D-dipeptidase VanXY
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-C|WP_008377360.1	D,D-carboxypeptidase/D,D-dipeptidase VanXY
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-C|WP_010749757.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-C|WP_060792852.1	D,D-carboxypeptidase/D,D-dipeptidase VanXY
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-C|WP_063856788.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-C|WP_063856795.1	D,D-carboxypeptidase/D,D-dipeptidase VanXY
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-C|WP_063856799.1	D,D-carboxypeptidase/D,D-dipeptidase VanXY
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-C|WP_063856805.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-E|WP_063856813.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-E
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-L|WP_063856817.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-L
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY-N|WP_063856820.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-N
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY|WP_063856782.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G
glycopeptide	vanXY	NCBI|amr:amr|glycopeptide|vanXY|WP_063856783.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G2
ionophore	narA	NCBI|amr:amr|ionophore|narA|QHA94808.1	ionophore ABC transporter ATP-binding subunit NarA
ionophore	narB	NCBI|amr:amr|ionophore|narB|QHA94809.1	ionophore ABC transporter permease subunit NarB
linearmycin	lnrL	REF|linearmycin|lnrL|WP_003244346.1	linearmycin resistance ATP-binding protein LnrL
linearmycin	lnrM	REF|linearmycin|lnrM|WP_003242483.1	linearmycin resistance permease LnrM
linearmycin	lnrN	REF|linearmycin|lnrN|WP_003243650.1	linearmycin resistance permease LnrN
macrolide-lincosamide-streptogramin	car(A)	NCBI|amr:amr|macrolide|car(A)|WP_063843207.1	ABC-F type ribosomal protection protein Car(A)
macrolide-lincosamide-streptogramin	cfr(A)	NCBI|amr:amr|phenicol/lincosamide/oxazolidinone/pleuromutilin/streptogramin|cfr|WP_001010505.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr
macrolide-lincosamide-streptogramin	cfr(A)	NCBI|amr:amr|phenicol/lincosamide/oxazolidinone/pleuromutilin/streptogramin|cfr|WP_032491462.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr
macrolide-lincosamide-streptogramin	cfr(B)	NCBI|amr:amr|phenicol/lincosamide/oxazolidinone/pleuromutilin/streptogramin|cfr(B)|WP_002349981.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(B)
macrolide-lincosamide-streptogramin	cfr(B)	NCBI|amr:amr|phenicol/lincosamide/oxazolidinone/pleuromutilin/streptogramin|cfr(B)|WP_002405682.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(B)
macrolide-lincosamide-streptogramin	cfr(B)	NCBI|amr:amr|phenicol/lincosamide/oxazolidinone/pleuromutilin/streptogramin|cfr(B)|WP_111690897.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(B)
macrolide-lincosamide-streptogramin	cfr(C)	NCBI|amr:amr|phenicol/lincosamide/oxazolidinone/pleuromutilin/streptogramin|cfr(C)|WP_111690898.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(C)
macrolide-lincosamide-streptogramin	cfr(D)	NCBI|amr:amr|phenicol/lincosamide/oxazolidinone/pleuromutilin/streptogramin|cfr(D)|WP_105459893.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(D)
macrolide-lincosamide-streptogramin	cfr(E)	NCBI|amr:amr|phenicol/lincosamide/oxazolidinone/pleuromutilin/streptogramin|cfr(E)|WP_105119688.1	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(E)
macrolide-lincosamide-streptogramin	cfr*	NCBI|amr:amr|phenicol/lincosamide/oxazolidinone/pleuromutilin/streptogramin|cfr|WP_011987126.1	Cfr family 23S rRNA (adenine(2503)-C(8))-methyltransferase
macrolide-lincosamide-streptogramin	chrB	NCBI|amr:amr|macrolide|chrB|WP_063843245.1	23S rRNA (guanine(748)-N(1))-methyltransferase ChrB
macrolide-lincosamide-streptogramin	cipA	NCBI|amr:amr|lincosamide/macrolide/streptogramin|cipA|WP_015735625.1	23S rRNA (adenine(2503)-C(8))-methyltransferase CipA
macrolide-lincosamide-streptogramin	clbA	NCBI|amr:amr|lincosamide/macrolide/streptogramin|clbA|WP_012116915.1	23S rRNA (adenine(2503)-C(8))-methyltransferase ClbA
macrolide-lincosamide-streptogramin	clbB	NCBI|amr:amr|lincosamide/macrolide/streptogramin|clbB|WP_011245929.1	23S rRNA (adenine(2503)-C(8))-methyltransferase ClbB
macrolide-lincosamide-streptogramin	clbC	NCBI|amr:amr|lincosamide/macrolide/streptogramin|clbC|WP_015892743.1	23S rRNA (adenine(2503)-C(8))-methyltransferase ClbC
macrolide-lincosamide-streptogramin	cplR	NCBI|amr:amr|lincosamide/pleuromutilin/streptogramin|cplR|AJP12342.1	ABC-F type ribosomal protection protein CplR
macrolide-lincosamide-streptogramin	cplR	NCBI|amr:amr|lincosamide/pleuromutilin/streptogramin|cplR|AKC61310.1	ABC-F type ribosomal protection protein CplR
macrolide-lincosamide-streptogramin	cplR	REF|macrolide-lincosamide-streptogramin|cplR|WP_021369082.1	ABC-F type ribosomal protection protein CplR
macrolide-lincosamide-streptogramin	ere(A)	NCBI|amr:amr|macrolide|ere(A)|WP_015059985.1	EreA family erythromycin esterase
macrolide-lincosamide-streptogramin	ere(A)	NCBI|amr:amr|macrolide|ere(A)|WP_021566672.1	EreA family erythromycin esterase
macrolide-lincosamide-streptogramin	ere(A)	NCBI|amr:amr|macrolide|ere(A)|WP_032084014.1	EreA family erythromycin esterase
macrolide-lincosamide-streptogramin	ere(A)	NCBI|amr:amr|macrolide|ere(A)|WP_032490532.1	EreA family erythromycin esterase
macrolide-lincosamide-streptogramin	ere(A)	NCBI|amr:amr|macrolide|ere(A)|WP_032490534.1	inactive erythromycin esterase Ere(A2)
macrolide-lincosamide-streptogramin	ere(A)	NCBI|amr:amr|macrolide|ere(A)|WP_063844484.1	EreA family erythromycin esterase
