type	subtype	sarg	source	description	ko	definition
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864628.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864628.1	class A beta-lactamase SHV-143	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864629.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864629.1	class A beta-lactamase SHV-144	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864630.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864630.1	broad-spectrum class A beta-lactamase SHV-145	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864631.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864631.1	class A beta-lactamase SHV-146	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864632.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864632.1	broad-spectrum class A beta-lactamase SHV-147	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864633.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864633.1	broad-spectrum class A beta-lactamase SHV-148	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864634.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864634.1	broad-spectrum class A beta-lactamase SHV-149	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864635.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864635.1	extended-spectrum class A beta-lactamase SHV-15	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864636.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864636.1	broad-spectrum class A beta-lactamase SHV-150	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864637.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864637.1	broad-spectrum class A beta-lactamase SHV-151	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864638.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864638.1	extended-spectrum class A beta-lactamase SHV-152	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864639.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864639.1	extended-spectrum class A beta-lactamase SHV-153	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864640.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864640.1	extended-spectrum class A beta-lactamase SHV-154	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864641.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864641.1	class A beta-lactamase SHV-155	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864642.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864642.1	class A beta-lactamase SHV-156	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864643.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864643.1	class A beta-lactamase SHV-157	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864644.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864644.1	class A beta-lactamase SHV-158	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864645.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864645.1	class A beta-lactamase SHV-159	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864646.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864646.1	extended-spectrum class A beta-lactamase SHV-16	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864647.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864647.1	extended-spectrum class A beta-lactamase SHV-160	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864648.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864648.1	broad-spectrum class A beta-lactamase SHV-161	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864649.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864649.1	extended-spectrum class A beta-lactamase SHV-162	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864650.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864650.1	extended-spectrum class A beta-lactamase SHV-163	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864651.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864651.1	broad-spectrum class A beta-lactamase SHV-164	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864652.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864652.1	extended-spectrum class A beta-lactamase SHV-165	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864653.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864653.1	class A beta-lactamase SHV-168	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864654.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864654.1	class A beta-lactamase SHV-172	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864655.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864655.1	class A beta-lactamase SHV-173	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864656.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864656.1	class A beta-lactamase SHV-178	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864657.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864657.1	broad-spectrum class A beta-lactamase SHV-179	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864658.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864658.1	extended-spectrum class A beta-lactamase SHV-18	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864659.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864659.1	class A beta-lactamase SHV-180	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864660.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864660.1	class A beta-lactamase SHV-182	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864661.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864661.1	extended-spectrum class A beta-lactamase SHV-183	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864662.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864662.1	broad-spectrum class A beta-lactamase SHV-185	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864663.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864663.1	class A beta-lactamase SHV-186	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864664.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864664.1	class A beta-lactamase SHV-188	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864665.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864665.1	broad-spectrum class A beta-lactamase SHV-189	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864666.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864666.1	class A beta-lactamase SHV-190	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864667.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864667.1	class A beta-lactamase SHV-191	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864668.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864668.1	class A beta-lactamase SHV-193	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864669.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864669.1	class A beta-lactamase SHV-1b-b	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864670.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864670.1	extended-spectrum class A beta-lactamase SHV-24	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864671.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864671.1	broad-spectrum class A beta-lactamase SHV-25	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864672.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864672.1	extended-spectrum class A beta-lactamase SHV-29	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864673.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864673.1	extended-spectrum class A beta-lactamase SHV-3	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864674.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864674.1	extended-spectrum class A beta-lactamase SHV-31	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864675.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864675.1	broad-spectrum class A beta-lactamase SHV-32	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864676.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864676.1	extended-spectrum class A beta-lactamase SHV-34	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864677.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864677.1	class A beta-lactamase SHV-35	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864678.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864678.1	broad-spectrum class A beta-lactamase SHV-36	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864679.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864679.1	class A beta-lactamase SHV-37	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864680.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864680.1	extended-spectrum class A beta-lactamase SHV-38	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864681.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864681.1	broad-spectrum class A beta-lactamase SHV-40	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864682.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864682.1	broad-spectrum class A beta-lactamase SHV-41	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864683.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864683.1	broad-spectrum class A beta-lactamase SHV-42	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864684.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864684.1	broad-spectrum class A beta-lactamase SHV-44	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864685.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864685.1	extended-spectrum class A beta-lactamase SHV-45	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864686.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864686.1	extended-spectrum class A beta-lactamase SHV-46	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864687.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864687.1	broad-spectrum class A beta-lactamase SHV-48	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864688.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864688.1	inhibitor-resistant broad-spectrum class A beta-lactamase SHV-49	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864689.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864689.1	broad-spectrum class A beta-lactamase SHV-50	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864690.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864690.1	broad-spectrum class A beta-lactamase SHV-51	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864691.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864691.1	inhibitor-resistant broad-spectrum class A beta-lactamase SHV-52	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864692.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864692.1	extended-spectrum class A beta-lactamase SHV-55	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864693.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864693.1	inhibitor-resistant broad-spectrum class A beta-lactamase SHV-56	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864694.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864694.1	broad-spectrum class A beta-lactamase SHV-59	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864695.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864695.1	broad-spectrum class A beta-lactamase SHV-61	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864696.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864696.1	broad-spectrum class A beta-lactamase SHV-62	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864697.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864697.1	broad-spectrum class A beta-lactamase SHV-63	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864698.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864698.1	extended-spectrum class A beta-lactamase SHV-64	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864699.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864699.1	broad-spectrum class A beta-lactamase SHV-65	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864700.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864700.1	extended-spectrum class A beta-lactamase SHV-66	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864701.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864701.1	class A beta-lactamase SHV-67	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864702.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864702.1	class A beta-lactamase SHV-69	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864703.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864703.1	broad-spectrum class A beta-lactamase SHV-71	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864704.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864704.1	inhibitor-resistant broad-spectrum class A beta-lactamase SHV-72	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864705.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864705.1	inhibitor-resistant broad-spectrum class A beta-lactamase SHV-73	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864706.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864706.1	broad-spectrum class A beta-lactamase SHV-74	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864707.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864707.1	broad-spectrum class A beta-lactamase SHV-77	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864708.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864708.1	broad-spectrum class A beta-lactamase SHV-78	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864709.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864709.1	broad-spectrum class A beta-lactamase SHV-79	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864710.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864710.1	extended-spectrum class A beta-lactamase SHV-8	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864711.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864711.1	broad-spectrum class A beta-lactamase SHV-81	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864712.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864712.1	broad-spectrum class A beta-lactamase SHV-82	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864713.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864713.1	broad-spectrum class A beta-lactamase SHV-85	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864714.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864714.1	extended-spectrum class A beta-lactamase SHV-86	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864715.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864715.1	class A beta-lactamase SHV-93	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864716.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864716.1	class A beta-lactamase SHV-94	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864717.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864717.1	broad-spectrum class A beta-lactamase SHV-95	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864718.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864718.1	class A beta-lactamase SHV-96	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864719.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864719.1	inhibitor-resistant extended-spectrum class A beta-lactamase SHV-97	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864720.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864720.1	broad-spectrum class A beta-lactamase SHV-98	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_063864721.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_063864721.1	broad-spectrum class A beta-lactamase SHV-99	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_064173135.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_064173135.1	inhibitor-resistant class A beta-lactamase SHV-240	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_064733493.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_064733493.1	class A beta-lactamase SHV-207	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_064738859.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_064738859.1	class A beta-lactamase SHV-244	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_064754711.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_064754711.1	class A beta-lactamase SHV-253	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_065419573.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_065419573.1	class A beta-lactamase SHV-194	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_068981648.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_068981648.1	class A beta-lactamase SHV-195	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_069280714.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_069280714.1	class A beta-lactamase SHV-196	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_070984444.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_070984444.1	broad-spectrum class A beta-lactamase SHV-171	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_072081993.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_072081993.1	class A beta-lactamase SHV-197	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_087827970.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_087827970.1	class A beta-lactamase SHV-254	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_087834333.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_087834333.1	class A beta-lactamase SHV-232	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_088245226.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_088245226.1	class A beta-lactamase SHV-198	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_094009815.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_094009815.1	class A beta-lactamase SHV-199	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_096807447.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_096807447.1	extended-spectrum class A beta-lactamase SHV-200	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_099156054.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_099156054.1	inhibitor-resistant broad-spectrum class A beta-lactamase SHV-203	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_104159136.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_104159136.1	class A beta-lactamase SHV-224	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_109232473.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_109232473.1	class A beta-lactamase SHV-220	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_109791212.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_109791212.1	class A beta-lactamase SHV-204	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_115196748.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_115196748.1	class A beta-lactamase SHV-210	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_117062210.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_117062210.1	class A beta-lactamase SHV-116	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_117241614.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_117241614.1	class A beta-lactamase SHV-223	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630838.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630838.1	class A beta-lactamase SHV-201	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630839.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630839.1	class A beta-lactamase SHV-202	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630863.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630863.1	class A beta-lactamase SHV-205	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630865.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630865.1	class A beta-lactamase SHV-208	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630866.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630866.1	class A beta-lactamase SHV-209	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630867.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630867.1	class A beta-lactamase SHV-212	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630868.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630868.1	class A beta-lactamase SHV-213	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630869.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630869.1	class A beta-lactamase SHV-214	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630870.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630870.1	class A beta-lactamase SHV-215	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630871.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630871.1	class A beta-lactamase SHV-216	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630872.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630872.1	class A beta-lactamase SHV-217	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630873.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630873.1	class A beta-lactamase SHV-218	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630874.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630874.1	class A beta-lactamase SHV-219	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630875.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630875.1	class A beta-lactamase SHV-221	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630876.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630876.1	class A beta-lactamase SHV-222	K17836*	beta-lactamase class A
beta-lactam	blaSHV	SARG|beta-lactam|blaSHV|WP_122630877.1	NCBI|amr:amr|beta-lactam|blaSHV|WP_122630877.1	class A beta-lactamase SHV-225	K17836*	beta-lactamase class A
